Year,Distance,Stroke,Sex,Nationality,Athlete,Time,Rank,Event,Source,Time_sec,Nationality_full
2012,800m,Freestyle,Women,NZL,Lauren Boyle,00:08:22.720000,4,800m Freestyle,Olympic,502.72,New Zealand
2012,800m,Freestyle,Women,DEN,Lotte Friis,00:08:23.860000,4,800m Freestyle,Olympic,503.86,DEN
2012,800m,Freestyle,Women,HUN,Boglarka Kapas,00:08:23.890000,4,800m Freestyle,Olympic,503.89,Hungary
2012,800m,Freestyle,Women,FRA,Coralie Balmy,00:08:29.260000,4,800m Freestyle,Olympic,509.26,France
2012,800m,Freestyle,Women,VEN,Andreina Pinto,00:08:29.280000,4,800m Freestyle,Olympic,509.28,"Venezuela, Bolivarian Republic of"
2008,100m,Backstroke,Men,USA,Aaron Peirsol,52.540,1,100m Backstroke,Olympic,52.54,United States
2008,100m,Backstroke,Men,USA,Matt Grevers,53.110,2,100m Backstroke,Olympic,53.11,United States
2008,100m,Backstroke,Men,RUS,Arkady Vyatchanin,53.180,3,100m Backstroke,Olympic,53.18,Russian Federation
2008,100m,Backstroke,Men,AUS,Hayden Stoeckel,53.180,3,100m Backstroke,Olympic,53.18,Australia
2008,100m,Backstroke,Men,AUS,Ashley Delaney,53.310,4,100m Backstroke,Olympic,53.31,Australia
2008,100m,Backstroke,Men,GBR,Liam Tancock,53.390,4,100m Backstroke,Olympic,53.39,United Kingdom
2008,100m,Backstroke,Men,ESP,Aschwin Wildeboer Faber,53.510,4,100m Backstroke,Olympic,53.51,Spain
2008,100m,Backstroke,Men,JPN,Junichi Miyashita,53.990,4,100m Backstroke,Olympic,53.99,Japan
2008,100m,Backstroke,Women,USA,Natalie Coughlin,58.960,3,100m Backstroke,Olympic,58.96,United States
2008,100m,Backstroke,Women,ZIM,Kirsty Leigh Coventry,59.190,4,100m Backstroke,Olympic,59.19,ZIM
2008,100m,Backstroke,Women,USA,Margaret Hoelzer,59.340,4,100m Backstroke,Olympic,59.34,United States
2008,100m,Backstroke,Women,GBR,Gemma Spofforth,59.380,4,100m Backstroke,Olympic,59.38,United Kingdom
2008,100m,Backstroke,Women,RUS,Anastasia Zueva,59.400,4,100m Backstroke,Olympic,59.4,Russian Federation
2008,100m,Backstroke,Women,JPN,Reiko Nakamura,59.720,4,100m Backstroke,Olympic,59.72,Japan
2008,100m,Backstroke,Women,FRA,Laure Manaudou,00:01:00.100000,1,100m Backstroke,Olympic,60.1,France
2008,100m,Backstroke,Women,JPN,Hanae Ito,00:01:00.180000,2,100m Backstroke,Olympic,60.18,Japan
2008,100m,Breaststroke,Men,JPN,Kosuke Kitajima,58.910,3,100m Breaststroke,Olympic,58.91,Japan
2008,100m,Breaststroke,Men,NOR,Alexander Dale Oen,59.200,4,100m Breaststroke,Olympic,59.2,Norway
2008,100m,Breaststroke,Men,FRA,Hugues Duboscq,59.370,4,100m Breaststroke,Olympic,59.37,France
2008,100m,Breaststroke,Men,USA,Brendan Hansen,59.570,4,100m Breaststroke,Olympic,59.57,United States
2008,100m,Breaststroke,Men,AUS,Brenton Rickard,59.740,4,100m Breaststroke,Olympic,59.74,Australia
2008,100m,Breaststroke,Men,RUS,Roman Sloudnov,59.870,4,100m Breaststroke,Olympic,59.87,Russian Federation
2008,100m,Breaststroke,Men,UKR,Ihor Borysyk,00:01:00.200000,1,100m Breaststroke,Olympic,60.2,Ukraine
2008,100m,Breaststroke,Men,USA,Mark Gangloff,00:01:00.240000,2,100m Breaststroke,Olympic,60.24,United States
2008,100m,Breaststroke,Women,AUS,Leisel Jones,00:01:05.170000,1,100m Breaststroke,Olympic,65.17,Australia
2008,100m,Breaststroke,Women,USA,Rebecca Soni,00:01:06.730000,2,100m Breaststroke,Olympic,66.73,United States
2008,100m,Breaststroke,Women,AUT,Mirna Jukic,00:01:07.340000,3,100m Breaststroke,Olympic,67.34,Austria
2008,100m,Breaststroke,Women,RUS,Yuliya Efimova,00:01:07.430000,4,100m Breaststroke,Olympic,67.43,Russian Federation
2008,100m,Breaststroke,Women,USA,Megan Quann,00:01:07.620000,4,100m Breaststroke,Olympic,67.62,United States
2008,100m,Breaststroke,Women,AUS,Tarnee White,00:01:07.630000,4,100m Breaststroke,Olympic,67.63,Australia
2008,100m,Breaststroke,Women,CHN,Ye Sun,00:01:08.080000,4,100m Breaststroke,Olympic,68.08,China
2008,100m,Breaststroke,Women,JPN,Asami Kitagawa,00:01:08.430000,4,100m Breaststroke,Olympic,68.43,Japan
2008,100m,Butterfly,Men,USA,Michael Phelps,50.580,1,100m Butterfly,Olympic,50.58,United States
2008,100m,Butterfly,Men,SRB,Milorad Cavic,50.590,2,100m Butterfly,Olympic,50.59,Serbia
2008,100m,Butterfly,Men,AUS,Andrew Lauterstein,51.120,3,100m Butterfly,Olympic,51.12,Australia
2008,100m,Butterfly,Men,USA,Ian Crocker,51.130,4,100m Butterfly,Olympic,51.13,United States
2008,100m,Butterfly,Men,KEN,Jason Dunford,51.470,4,100m Butterfly,Olympic,51.47,Kenya
2008,100m,Butterfly,Men,JPN,Takuro Fujii,51.500,4,100m Butterfly,Olympic,51.5,Japan
2008,100m,Butterfly,Men,UKR,Andriy Serdinov,51.590,4,100m Butterfly,Olympic,51.59,Ukraine
2008,100m,Butterfly,Men,PNG,Ryan Pini,51.860,4,100m Butterfly,Olympic,51.86,Papua New Guinea
2008,100m,Butterfly,Women,AUS,Libby Trickett,56.730,1,100m Butterfly,Olympic,56.73,Australia
2008,100m,Butterfly,Women,USA,Christine Magnuson,57.100,2,100m Butterfly,Olympic,57.1,United States
2008,100m,Butterfly,Women,AUS,Jessicah Schipper,57.250,3,100m Butterfly,Olympic,57.25,Australia
2008,100m,Butterfly,Women,CHN,Yafei Zhou,57.840,4,100m Butterfly,Olympic,57.84,China
2008,100m,Butterfly,Women,SGP,Li Tao,57.990,4,100m Butterfly,Olympic,57.99,Singapore
2008,100m,Butterfly,Women,GBR,Jemma Lowe,58.060,4,100m Butterfly,Olympic,58.06,United Kingdom
2008,100m,Butterfly,Women,BRA,Gabriella Silva,58.100,4,100m Butterfly,Olympic,58.1,Brazil
2008,100m,Butterfly,Women,NED,Inge Dekker,58.540,4,100m Butterfly,Olympic,58.54,NED
2008,100m,Freestyle,Men,FRA,Alain Bernard,47.210,1,100m Freestyle,Olympic,47.21,France
2008,100m,Freestyle,Men,AUS,Eamon Sullivan,47.320,2,100m Freestyle,Olympic,47.32,Australia
2008,100m,Freestyle,Men,USA,Jason Lezak,47.670,3,100m Freestyle,Olympic,47.67,United States
2008,100m,Freestyle,Men,BRA,Cesar Cielo Filho,47.670,3,100m Freestyle,Olympic,47.67,Brazil
2008,100m,Freestyle,Men,NED,Pieter Van Den Hoogenband,47.750,4,100m Freestyle,Olympic,47.75,NED
2008,100m,Freestyle,Men,RSA,Lyndon Ferns,48.040,4,100m Freestyle,Olympic,48.04,RSA
2008,100m,Freestyle,Men,AUS,Matt Targett,48.200,4,100m Freestyle,Olympic,48.2,Australia
2008,100m,Freestyle,Men,SWE,Stefan Nystrand,48.330,4,100m Freestyle,Olympic,48.33,Sweden
2008,100m,Freestyle,Women,GER,Britta Steffen,53.120,1,100m Freestyle,Olympic,53.12,GER
2008,100m,Freestyle,Women,AUS,Libby Trickett,53.160,2,100m Freestyle,Olympic,53.16,Australia
2008,100m,Freestyle,Women,USA,Natalie Coughlin,53.390,3,100m Freestyle,Olympic,53.39,United States
2008,100m,Freestyle,Women,FIN,Hanna-Maria Seppala,53.970,4,100m Freestyle,Olympic,53.97,Finland
2008,100m,Freestyle,Women,DEN,Jeanette Ottesen,54.060,4,100m Freestyle,Olympic,54.06,DEN
2008,100m,Freestyle,Women,CHN,Yingwen Zhu,54.210,4,100m Freestyle,Olympic,54.21,China
2008,100m,Freestyle,Women,NED,Marleen Veldhuis,54.210,4,100m Freestyle,Olympic,54.21,NED
2008,100m,Freestyle,Women,GBR,Francesca Halsall,54.290,4,100m Freestyle,Olympic,54.29,United Kingdom
2008,1500m,Freestyle,Men,TUN,Oussama Mellouli,00:14:40.840000,1,1500m Freestyle,Olympic,880.84,Tunisia
2008,1500m,Freestyle,Men,AUS,Grant Hackett,00:14:41.530000,2,1500m Freestyle,Olympic,881.53,Australia
2008,1500m,Freestyle,Men,CAN,Ryan Cochrane,00:14:42.690000,3,1500m Freestyle,Olympic,882.69,Canada
2008,1500m,Freestyle,Men,RUS,Yuri Prilukov,00:14:43.210000,4,1500m Freestyle,Olympic,883.21,Russian Federation
2008,1500m,Freestyle,Men,USA,Larsen Jensen,00:14:48.160000,4,1500m Freestyle,Olympic,888.16,United States
2008,1500m,Freestyle,Men,GBR,David Davies,00:14:52.110000,4,1500m Freestyle,Olympic,892.11,United Kingdom
2008,1500m,Freestyle,Men,CHN,Lin Zhang,00:14:55.200000,4,1500m Freestyle,Olympic,895.2,China
2008,1500m,Freestyle,Men,CHN,Yang Sun,00:15:05.120000,4,1500m Freestyle,Olympic,905.12,China
2008,200m,Backstroke,Men,USA,Ryan Lochte,00:01:53.940000,1,200m Backstroke,Olympic,113.94,United States
2008,200m,Backstroke,Men,USA,Aaron Peirsol,00:01:54.330000,2,200m Backstroke,Olympic,114.33,United States
2008,200m,Backstroke,Men,RUS,Arkady Vyatchanin,00:01:54.930000,3,200m Backstroke,Olympic,114.93,Russian Federation
2008,200m,Backstroke,Men,AUT,Markus Rogan,00:01:55.490000,4,200m Backstroke,Olympic,115.49000000000001,Austria
2008,200m,Backstroke,Men,JPN,Ryosuke Irie,00:01:55.720000,4,200m Backstroke,Olympic,115.72,Japan
2008,200m,Backstroke,Men,AUS,Hayden Stoeckel,00:01:56.390000,4,200m Backstroke,Olympic,116.39,Australia
2008,200m,Backstroke,Men,ROU,Razvan Ionut Florea,00:01:56.520000,4,200m Backstroke,Olympic,116.52000000000001,Romania
2008,200m,Backstroke,Men,GBR,Gregor Tait,00:01:57.000000,4,200m Backstroke,Olympic,117.0,United Kingdom
2008,200m,Backstroke,Women,ZIM,Kirsty Leigh Coventry,00:02:05.240000,1,200m Backstroke,Olympic,125.24,ZIM
2008,200m,Backstroke,Women,USA,Margaret Hoelzer,00:02:06.230000,2,200m Backstroke,Olympic,126.23,United States
2008,200m,Backstroke,Women,JPN,Reiko Nakamura,00:02:07.130000,3,200m Backstroke,Olympic,127.13,Japan
2008,200m,Backstroke,Women,RUS,Anastasia Zueva,00:02:07.880000,4,200m Backstroke,Olympic,127.88,Russian Federation
2008,200m,Backstroke,Women,USA,Elizabeth Beisel,00:02:08.230000,4,200m Backstroke,Olympic,128.23,United States
2008,200m,Backstroke,Women,GBR,Elizabeth Simmonds,00:02:08.510000,4,200m Backstroke,Olympic,128.51,United Kingdom
2008,200m,Backstroke,Women,AUS,Meagen Nay,00:02:08.840000,4,200m Backstroke,Olympic,128.84,Australia
2008,200m,Backstroke,Women,AUS,Belinda Hocking,00:02:10.120000,4,200m Backstroke,Olympic,130.12,Australia
2008,200m,Breaststroke,Men,JPN,Kosuke Kitajima,00:02:07.640000,1,200m Breaststroke,Olympic,127.64,Japan
2008,200m,Breaststroke,Men,AUS,Brenton Rickard,00:02:08.880000,2,200m Breaststroke,Olympic,128.88,Australia
2008,200m,Breaststroke,Men,FRA,Hugues Duboscq,00:02:08.940000,3,200m Breaststroke,Olympic,128.94,France
2008,200m,Breaststroke,Men,CAN,Mike Brown,00:02:09.030000,4,200m Breaststroke,Olympic,129.03,Canada
2008,200m,Breaststroke,Men,HUN,Daniel Gyurta,00:02:09.220000,4,200m Breaststroke,Olympic,129.22,Hungary
2008,200m,Breaststroke,Men,USA,Scott Spann,00:02:09.760000,4,200m Breaststroke,Olympic,129.76,United States
2008,200m,Breaststroke,Men,ITA,Loris Facci,00:02:10.570000,4,200m Breaststroke,Olympic,130.57,Italy
2008,200m,Breaststroke,Men,ITA,Paolo Bossini,00:02:11.480000,4,200m Breaststroke,Olympic,131.48,Italy
2008,200m,Breaststroke,Women,USA,Rebecca Soni,00:02:20.220000,1,200m Breaststroke,Olympic,140.22,United States
2008,200m,Breaststroke,Women,AUS,Leisel Jones,00:02:22.050000,2,200m Breaststroke,Olympic,142.05,Australia
2008,200m,Breaststroke,Women,NOR,Sara Nordenstam,00:02:23.020000,3,200m Breaststroke,Olympic,143.02,Norway
2008,200m,Breaststroke,Women,AUT,Mirna Jukic,00:02:23.240000,4,200m Breaststroke,Olympic,143.24,Austria
2008,200m,Breaststroke,Women,RUS,Yuliya Efimova,00:02:23.760000,4,200m Breaststroke,Olympic,143.76,Russian Federation
2008,200m,Breaststroke,Women,CAN,Annamay Pierse,00:02:23.770000,4,200m Breaststroke,Olympic,143.77,Canada
2008,200m,Breaststroke,Women,JPN,Rie Kaneto,00:02:25.140000,4,200m Breaststroke,Olympic,145.14,Japan
2008,200m,Breaststroke,Women,JPN,Megumi Taneda,00:02:25.230000,4,200m Breaststroke,Olympic,145.23,Japan
2008,200m,Butterfly,Men,USA,Michael Phelps,00:01:52.030000,1,200m Butterfly,Olympic,112.03,United States
2008,200m,Butterfly,Men,HUN,Laszlo Cseh,00:01:52.700000,2,200m Butterfly,Olympic,112.7,Hungary
2008,200m,Butterfly,Men,JPN,Takeshi Matsuda,00:01:52.970000,3,200m Butterfly,Olympic,112.97,Japan
2008,200m,Butterfly,Men,NZL,Moss Burmester,00:01:54.350000,4,200m Butterfly,Olympic,114.35,New Zealand
2008,200m,Butterfly,Men,CHN,Peng Wu,00:01:54.350000,4,200m Butterfly,Olympic,114.35,China
2008,200m,Butterfly,Men,POL,Pawel Korzeniowski,00:01:54.600000,4,200m Butterfly,Olympic,114.6,Poland
2008,200m,Butterfly,Men,BRA,Kaio Marcio,00:01:54.710000,4,200m Butterfly,Olympic,114.71000000000001,Brazil
2008,200m,Butterfly,Men,RUS,Nikolay Skvortsov,00:01:55.140000,4,200m Butterfly,Olympic,115.14,Russian Federation
2008,200m,Butterfly,Women,CHN,Zige Liu,00:02:04.180000,1,200m Butterfly,Olympic,124.18,China
2008,200m,Butterfly,Women,CHN,Liuyang Jiao,00:02:04.720000,2,200m Butterfly,Olympic,124.72,China
2008,200m,Butterfly,Women,AUS,Jessicah Schipper,00:02:06.260000,3,200m Butterfly,Olympic,126.26,Australia
2008,200m,Butterfly,Women,POL,Otylia Jedrzejczak,00:02:07.020000,4,200m Butterfly,Olympic,127.02,Poland
2008,200m,Butterfly,Women,JPN,Yuko Nakanishi,00:02:07.320000,4,200m Butterfly,Olympic,127.32,Japan
2008,200m,Butterfly,Women,FRA,Aurore Mongel,00:02:07.360000,4,200m Butterfly,Olympic,127.36,France
2008,200m,Butterfly,Women,USA,Elaine Breeden,00:02:07.570000,4,200m Butterfly,Olympic,127.57,United States
2008,200m,Butterfly,Women,USA,Kathleen Hersey,00:02:08.230000,4,200m Butterfly,Olympic,128.23,United States
2008,200m,Freestyle,Men,USA,Michael Phelps,00:01:42.960000,1,200m Freestyle,Olympic,102.96000000000001,United States
2008,200m,Freestyle,Men,KOR,Tae-Hwan Park,00:01:44.850000,2,200m Freestyle,Olympic,104.85,"Korea, Republic of"
2008,200m,Freestyle,Men,USA,Peter Vanderkaay,00:01:45.140000,3,200m Freestyle,Olympic,105.14,United States
2008,200m,Freestyle,Men,RSA,Jean Basson,00:01:45.970000,4,200m Freestyle,Olympic,105.97,RSA
2008,200m,Freestyle,Men,GER,Paul Biedermann,00:01:46.000000,4,200m Freestyle,Olympic,106.0,GER
2008,200m,Freestyle,Men,SUI,Dominik Meichtry,00:01:46.950000,4,200m Freestyle,Olympic,106.95,SUI
2008,200m,Freestyle,Men,JPN,Yoshihiro Okumura,00:01:47.140000,4,200m Freestyle,Olympic,107.14,Japan
2008,200m,Freestyle,Men,GBR,Robbie Renwick,00:01:47.470000,4,200m Freestyle,Olympic,107.47,United Kingdom
2008,200m,Freestyle,Women,ITA,Federica Pellegrini,00:01:54.820000,1,200m Freestyle,Olympic,114.82,Italy
2008,200m,Freestyle,Women,SLO,Sara Isakovic,00:01:54.970000,2,200m Freestyle,Olympic,114.97,SLO
2008,200m,Freestyle,Women,CHN,Jiaying Pang,00:01:55.050000,3,200m Freestyle,Olympic,115.05,China
2008,200m,Freestyle,Women,USA,Katie Hoff,00:01:55.780000,4,200m Freestyle,Olympic,115.78,United States
2008,200m,Freestyle,Women,ROU,Camelia Alina Potec,00:01:56.870000,4,200m Freestyle,Olympic,116.87,Romania
2008,200m,Freestyle,Women,GBR,Caitlin Mcclatchey,00:01:57.650000,4,200m Freestyle,Olympic,117.65,United Kingdom
2008,200m,Freestyle,Women,AUS,Bronte Barratt,00:01:57.830000,4,200m Freestyle,Olympic,117.83,Australia
2008,200m,Freestyle,Women,FRA,Ophelie-Cyrielle Etienne,00:01:57.830000,4,200m Freestyle,Olympic,117.83,France
2008,200m,Individual medley,Men,USA,Michael Phelps,00:01:54.230000,1,200m Individual medley,Olympic,114.22999999999999,United States
2008,200m,Individual medley,Men,HUN,Laszlo Cseh,00:01:56.520000,2,200m Individual medley,Olympic,116.52000000000001,Hungary
2008,200m,Individual medley,Men,USA,Ryan Lochte,00:01:56.530000,3,200m Individual medley,Olympic,116.53,United States
2008,200m,Individual medley,Men,BRA,Thiago Pereira,00:01:58.140000,4,200m Individual medley,Olympic,118.14,Brazil
2008,200m,Individual medley,Men,JPN,Ken Takakuwa,00:01:58.220000,4,200m Individual medley,Olympic,118.22,Japan
2008,200m,Individual medley,Men,GBR,James Goddard,00:01:59.240000,4,200m Individual medley,Olympic,119.24000000000001,United Kingdom
2008,200m,Individual medley,Men,CAN,Keith Beavers,00:01:59.430000,4,200m Individual medley,Olympic,119.43,Canada
2008,200m,Individual medley,Men,GBR,Liam Tancock,00:02:00.760000,4,200m Individual medley,Olympic,120.76,United Kingdom
2008,200m,Individual medley,Women,AUS,Stephanie Rice,00:02:08.450000,1,200m Individual medley,Olympic,128.45,Australia
2008,200m,Individual medley,Women,ZIM,Kirsty Leigh Coventry,00:02:08.590000,2,200m Individual medley,Olympic,128.59,ZIM
2008,200m,Individual medley,Women,USA,Natalie Coughlin,00:02:10.340000,3,200m Individual medley,Olympic,130.34,United States
2008,200m,Individual medley,Women,USA,Katie Hoff,00:02:10.680000,4,200m Individual medley,Olympic,130.68,United States
2008,200m,Individual medley,Women,AUS,Alicia Coutts,00:02:11.430000,4,200m Individual medley,Olympic,131.43,Australia
2008,200m,Individual medley,Women,JPN,Asami Kitagawa,00:02:11.560000,4,200m Individual medley,Olympic,131.56,Japan
2008,200m,Individual medley,Women,CAN,Julia Wilkinson,00:02:12.430000,4,200m Individual medley,Olympic,132.43,Canada
2008,200m,Individual medley,Women,POL,Katarzyna Baranowska,00:02:13.360000,4,200m Individual medley,Olympic,133.36,Poland
2008,400m,Freestyle,Men,KOR,Tae-Hwan Park,00:03:41.860000,1,400m Freestyle,Olympic,221.86,"Korea, Republic of"
2008,400m,Freestyle,Men,CHN,Lin Zhang,00:03:42.440000,2,400m Freestyle,Olympic,222.44,China
2008,400m,Freestyle,Men,USA,Larsen Jensen,00:03:42.780000,3,400m Freestyle,Olympic,222.78,United States
2008,400m,Freestyle,Men,USA,Peter Vanderkaay,00:03:43.110000,4,400m Freestyle,Olympic,223.11,United States
